1.38  0.18  10.30  -0.06  0.05  -0.14
1.64  0.11  10.25  -0.08  0.07  -0.11
1.39  -0.01  10.41  -0.06  0.11  -0.09
1.42  0.05  10.36  -0.05  0.11  -0.09
1.52  0.04  10.27  -0.05  0.12  -0.12
1.38  0.09  10.43  -0.04  0.13  -0.10
1.62  -0.08  10.40  -0.04  0.15  -0.11
1.69  -0.14  10.43  -0.03  0.17  -0.14
1.52  -0.09  10.47  -0.01  0.20  -0.14
1.47  -0.09  10.41  -0.00  0.22  -0.17
1.34  0.01  10.52  0.02  0.24  -0.18
1.34  0.05  10.56  -0.00  0.21  -0.17
1.32  0.03  10.60  0.00  0.23  -0.20
1.14  0.15  10.54  -0.00  0.18  -0.22
1.23  0.13  10.52  -0.00  0.18  -0.22
1.13  0.23  10.59  0.01  0.18  -0.20
1.22  0.19  10.40  -0.01  0.16  -0.21
1.27  0.20  10.42  0.01  0.21  -0.19
1.13  0.25  10.41  0.03  0.22  -0.18
1.08  0.15  10.41  0.02  0.24  -0.17
1.06  0.15  10.44  0.08  0.23  -0.13
0.92  0.29  10.47  0.03  0.22  -0.20
0.84  0.20  10.41  0.09  0.21  -0.16
0.70  0.48  10.55  0.01  0.17  -0.25
0.74  0.30  10.47  0.03  0.13  -0.23
0.54  0.64  10.45  0.01  0.09  -0.25
0.68  0.45  10.35  -0.03  0.05  -0.26
0.70  0.58  10.42  0.00  0.04  -0.24
1.01  0.28  10.26  0.03  0.04  -0.16
0.83  0.45  10.41  -0.01  0.10  -0.18
0.77  0.57  10.30  -0.02  0.10  -0.22
0.78  0.45  10.20  -0.01  0.08  -0.19
0.75  0.62  10.23  -0.08  0.09  -0.23
0.98  0.50  10.20  -0.10  0.10  -0.26
0.92  0.50  10.31  -0.09  0.17  -0.27
0.91  0.34  10.26  -0.02  0.18  -0.20
0.80  0.54  10.31  -0.12  0.19  -0.22
1.03  0.17  10.23  -0.02  0.20  -0.12
0.58  0.61  10.59  -0.11  0.23  -0.24
0.88  0.53  10.48  -0.07  0.18  -0.26
0.73  0.41  10.45  -0.18  0.20  -0.29
0.66  0.57  10.43  -0.15  0.18  -0.27
0.40  0.79  10.37  -0.11  0.17  -0.28
0.56  0.45  10.19  -0.18  0.12  -0.26
0.39  0.86  10.28  -0.15  0.18  -0.27
0.40  0.35  10.19  -0.14  0.14  -0.15
0.13  0.87  10.27  -0.23  0.17  -0.21
0.32  0.69  10.20  -0.28  0.13  -0.20
0.33  0.42  10.28  -0.20  0.14  -0.05
0.50  0.37  10.58  -0.32  0.12  -0.14
0.58  0.27  10.69  -0.31  0.13  -0.13
0.51  0.14  10.78  -0.32  0.14  -0.14
0.43  0.09  10.58  -0.32  0.14  -0.13
0.40  0.11  10.58  -0.33  0.13  -0.12
0.31  0.12  10.56  -0.33  0.13  -0.11
0.42  0.14  10.44  -0.32  0.13  -0.08
0.30  0.15  10.35  -0.32  0.14  -0.07
0.19  0.11  10.36  -0.32  0.11  -0.06
0.25  0.04  10.24  -0.35  0.09  -0.07
0.15  0.00  10.35  -0.35  0.09  -0.08
0.22  -0.11  10.48  -0.35  0.10  -0.08
0.27  -0.22  10.52  -0.34  0.11  -0.07
0.30  -0.12  10.37  -0.21  0.17  -0.09
0.09  0.00  10.30  -0.32  0.14  -0.08
0.25  -0.13  10.25  -0.35  0.14  -0.08
0.37  -0.24  10.47  -0.29  0.15  -0.08
0.45  -0.40  10.45  -0.36  0.12  -0.11
0.28  -0.38  10.59  -0.38  0.13  -0.10
0.26  -0.56  10.65  -0.36  0.10  -0.06
0.31  -0.51  10.64  -0.35  0.11  -0.04
0.30  -0.56  10.57  -0.36  0.12  -0.02
0.28  -0.48  10.37  -0.34  0.11  0.01
0.13  -0.44  10.41  -0.32  0.13  0.02
0.05  -0.39  10.29  -0.35  0.09  -0.03
-0.04  -0.46  10.28  -0.39  0.01  -0.09
0.06  -0.51  10.41  -0.42  -0.08  -0.15
0.04  -0.57  10.60  -0.41  -0.09  -0.14
0.07  -0.68  10.63  -0.39  -0.09  -0.11
0.09  -0.68  10.50  -0.38  -0.06  -0.12
0.18  -0.67  10.51  -0.37  -0.04  -0.09
0.14  -0.67  10.56  -0.37  -0.05  -0.03
0.11  -0.77  10.41  -0.38  -0.11  -0.03
0.13  -0.83  10.51  -0.39  -0.21  -0.02
0.18  -0.85  10.64  -0.38  -0.21  0.00
0.26  -1.00  10.64  -0.37  -0.16  0.03
0.20  -1.06  10.69  -0.36  -0.12  0.05
0.30  -1.22  10.78  -0.34  -0.14  0.10
0.32  -1.24  10.84  -0.33  -0.09  0.12
0.39  -1.26  10.89  -0.32  -0.09  0.15
0.56  -1.24  10.88  -0.31  -0.01  0.19
0.63  -1.28  10.79  -0.30  0.07  0.22
0.30  -1.16  10.72  -0.27  0.13  0.31
0.45  -0.99  10.33  -0.24  0.10  0.56
0.16  -0.86  10.32  -0.22  0.12  0.82
0.04  -1.27  10.65  -0.24  0.06  1.04
0.27  -1.48  10.63  -0.25  -0.02  0.97
0.32  -1.74  10.47  -0.29  -0.02  0.78
0.27  -1.69  10.44  -0.32  -0.01  0.56
0.29  -1.31  10.18  -0.36  -0.00  0.43
0.25  -1.16  9.99  -0.40  0.11  0.39
0.18  -1.12  9.92  -0.47  0.22  0.37
0.10  -1.01  9.79  -0.55  0.43  0.47
0.08  -1.12  9.79  -0.62  0.57  0.63
0.16  -2.03  10.18  -0.64  0.54  0.74
-0.51  -1.12  11.23  -0.56  0.74  0.51
0.73  -1.82  11.64  -0.44  0.29  0.39
0.48  -2.15  11.54  -0.25  0.38  0.12
0.07  -1.71  11.02  -0.19  0.16  -0.05
-0.54  -1.26  10.65  -0.21  0.09  -0.20
-0.81  -1.11  10.76  -0.26  0.00  -0.18
-0.61  -1.10  10.79  -0.28  -0.07  -0.12
-0.27  -1.25  10.78  -0.30  -0.13  -0.07
-0.38  -1.31  11.07  -0.31  -0.04  -0.04
-0.19  -1.48  11.16  -0.26  -0.11  -0.00
-0.27  -1.38  11.09  -0.20  -0.13  -0.00
0.00  -1.25  10.87  -0.15  -0.17  0.01
-0.32  -1.11  10.90  -0.14  -0.14  0.01
-0.12  -1.13  10.62  -0.15  -0.25  0.07
-0.02  -1.21  10.38  -0.15  -0.22  0.14
0.27  -1.27  10.31  -0.15  -0.05  0.21
0.29  -1.17  10.55  -0.17  0.16  0.33
0.20  -1.39  10.64  -0.18  0.35  0.33
-0.53  -1.18  10.21  -0.24  0.30  0.33
-0.70  -1.08  9.77  -0.29  0.20  0.27
-0.54  -1.14  9.74  -0.42  0.08  0.21
-0.40  -1.37  9.85  -0.51  -0.02  0.08
0.00  -1.43  9.98  -0.57  -0.07  0.09
0.30  -1.80  9.98  -0.56  0.04  0.07
-0.23  -1.49  10.27  -0.52  0.20  0.18
0.61  -1.93  9.93  -0.59  -0.02  0.35
0.18  -1.86  9.81  -0.57  0.58  0.34
-0.65  -1.95  9.83  -0.61  0.53  0.35
-1.10  -2.24  10.08  -0.73  0.36  0.32
-0.65  -2.46  9.81  -0.72  0.27  0.27
-0.91  -2.54  10.05  -0.79  0.24  0.20
-1.14  -3.12  10.74  -0.78  0.07  0.09
-0.94  -3.39  10.67  -0.72  -0.15  0.02
-0.71  -3.27  10.20  -0.61  -0.25  -0.08
-0.81  -3.02  9.96  -0.52  -0.16  -0.07
-1.15  -2.79  10.18  -0.53  -0.22  -0.08
-1.08  -2.96  10.05  -0.51  -0.25  -0.01
-1.00  -2.97  10.26  -0.53  -0.33  0.11
-0.59  -3.28  10.01  -0.50  -0.35  0.17
-0.29  -3.22  10.16  -0.44  -0.35  0.20
-0.23  -3.42  10.30  -0.39  -0.27  0.19
-0.36  -3.37  10.26  -0.31  -0.17  0.28
-0.41  -3.49  10.16  -0.29  -0.14  0.28
-0.52  -3.53  10.23  -0.30  -0.11  0.22
-0.23  -3.48  10.14  -0.29  -0.18  0.22
-0.35  -3.39  10.10  -0.22  -0.13  0.20
-0.57  -3.38  9.94  -0.25  -0.19  0.09
-0.24  -3.29  9.82  -0.24  -0.21  0.19
-0.24  -3.15  9.74  -0.20  -0.12  0.28
-0.26  -3.13  9.66  -0.16  -0.11  0.30
-0.33  -3.02  9.63  -0.12  -0.12  0.44
-0.26  -3.32  9.81  -0.15  -0.20  0.38
-0.29  -3.58  10.00  -0.11  -0.35  0.37
0.10  -3.37  9.62  -0.05  -0.28  0.27
0.13  -3.44  9.69  -0.05  -0.28  0.25
-0.16  -3.49  9.87  -0.07  -0.19  0.08
-0.32  -3.38  10.04  -0.06  -0.22  0.18
-0.50  -3.31  10.02  -0.07  -0.26  0.20
-0.75  -3.20  10.36  -0.10  -0.30  0.11
-0.41  -3.27  10.07  -0.09  -0.41  0.13
-0.60  -3.29  10.08  -0.10  -0.56  0.15
0.01  -3.19  9.89  -0.15  -0.68  0.15
-0.32  -3.33  10.05  -0.16  -0.71  0.24
0.20  -3.28  9.86  -0.15  -0.67  0.19
-0.03  -3.32  10.06  -0.07  -0.49  0.27
-0.05  -3.22  9.96  0.02  -0.48  0.31
0.11  -3.10  9.86  0.03  -0.55  0.33
0.70  -3.29  9.59  0.04  -0.48  0.30
0.21  -3.02  9.63  0.04  -0.41  0.26
0.36  -2.82  9.61  -0.02  -0.35  0.26
0.49  -3.24  9.96  -0.04  -0.23  0.22
0.26  -3.47  10.36  0.00  -0.29  0.14
0.34  -3.33  10.18  0.05  -0.36  0.12
0.35  -3.22  10.08  0.04  -0.42  0.08
0.43  -3.27  10.11  0.06  -0.35  0.15
0.23  -3.15  10.13  0.10  -0.29  0.21
0.54  -3.16  10.27  0.13  -0.28  0.23
0.47  -3.11  10.11  0.15  -0.19  0.22
0.38  -2.93  9.91  0.14  -0.10  0.16
0.16  -3.01  9.69  0.10  -0.14  0.25
0.15  -3.08  9.77  0.08  -0.06  0.30
0.05  -3.29  10.02  0.10  -0.05  0.37
0.39  -3.37  10.00  0.14  0.06  0.39
0.51  -3.36  10.16  0.18  0.13  0.40
0.77  -3.38  10.12  0.20  0.13  0.38
0.62  -3.25  10.10  0.21  0.14  0.37
0.73  -3.28  10.04  0.14  0.10  0.32
0.52  -3.27  10.19  0.05  0.02  0.16
0.64  -3.26  10.14  -0.02  -0.02  -0.00
0.43  -3.19  10.30  -0.00  0.01  -0.16
0.37  -3.08  10.35  0.05  0.11  -0.25
0.10  -2.85  10.29  0.10  0.14  -0.27
0.04  -2.79  10.33  0.11  0.19  -0.28
0.06  -2.79  10.16  0.10  0.19  -0.31
0.19  -2.58  10.01  0.07  0.17  -0.40
0.03  -2.49  9.84  -0.04  0.13  -0.49
0.28  -2.67  9.74  -0.16  -0.00  -0.58
0.13  -2.88  9.98  -0.26  -0.09  -0.66
0.20  -3.10  10.15  -0.35  -0.24  -0.82
0.32  -3.09  10.03  -0.33  -0.33  -0.86
0.22  -2.68  9.71  -0.18  -0.30  -0.71
0.44  -2.62  9.50  -0.09  -0.18  -0.62
0.45  -2.60  9.45  -0.10  -0.21  -0.65
0.70  -2.46  9.44  -0.13  -0.21  -0.71
0.65  -2.27  9.76  -0.16  -0.23  -0.74
0.98  -2.67  9.72  -0.14  -0.19  -0.68
0.90  -2.79  10.40  -0.07  -0.11  -0.60
0.80  -3.13  10.57  0.03  -0.10  -0.48
0.83  -3.27  10.55  0.08  -0.01  -0.44
0.90  -3.02  10.70  0.16  0.07  -0.45
0.93  -2.54  10.61  0.14  0.07  -0.48
0.72  -2.26  10.09  0.06  0.04  -0.60
0.37  -2.29  9.95  -0.12  -0.10  -0.71
0.17  -2.68  10.40  -0.18  -0.27  -0.71
0.74  -3.03  10.75  -0.13  -0.43  -0.70
1.27  -2.95  10.93  0.00  -0.34  -0.58
1.30  -2.72  10.89  0.08  -0.09  -0.45
1.36  -2.76  10.80  0.14  0.16  -0.41
1.36  -3.03  10.60  0.21  0.25  -0.54
0.79  -2.86  10.38  0.28  0.20  -0.57
1.09  -2.72  10.23  0.27  0.01  -0.62
1.21  -2.52  10.30  0.24  -0.02  -0.71
1.01  -2.22  10.32  0.28  0.00  -0.62
1.03  -2.09  10.30  0.27  0.02  -0.41
1.23  -2.34  10.23  0.31  0.11  -0.24
1.31  -2.47  10.12  0.28  0.04  -0.11
1.51  -2.13  9.56  0.33  0.14  -0.26
1.28  -2.15  9.04  0.31  0.10  -0.35
0.34  -1.46  9.57  0.30  -0.04  -0.37
1.28  -1.69  10.06  0.32  -0.17  -0.35
1.60  -2.28  10.71  0.32  -0.05  -0.26
1.94  -2.39  10.96  0.39  0.09  -0.19
2.01  -2.12  10.92  0.49  0.24  -0.16
1.95  -1.63  10.60  0.55  0.32  -0.08
1.70  -1.36  10.25  0.52  0.29  -0.04
1.34  -1.21  10.16  0.47  0.10  0.00
1.52  -1.36  10.30  0.45  -0.03  0.04
1.64  -0.90  10.65  0.39  -0.08  0.07
1.68  -1.75  10.90  0.33  0.05  0.23
0.93  -1.25  11.28  0.69  0.25  0.25
1.86  -1.09  11.30  0.94  0.13  0.37
1.59  -0.86  10.11  0.72  0.56  0.27
0.87  -0.54  10.20  0.65  0.50  0.27
0.77  -0.21  10.10  0.61  0.28  0.28
0.22  -0.27  10.33  0.56  0.22  0.33
0.62  -0.37  10.44  0.55  0.12  0.41
0.99  -0.65  10.52  0.58  0.18  0.52
1.30  -0.70  10.35  0.60  0.27  0.48
1.05  -0.58  9.81  0.60  0.35  0.36
0.96  0.05  9.52  0.60  0.31  0.25
0.70  0.33  9.54  0.52  0.26  0.27
0.86  0.37  9.89  0.43  0.22  0.27
1.23  0.23  10.20  0.42  0.15  0.51
0.78  -0.09  10.98  0.42  0.31  0.40
1.17  -0.73  11.57  0.48  0.28  0.42
0.94  -0.26  10.99  0.62  0.26  0.34
0.47  0.59  9.81  0.63  0.21  0.20
-0.17  1.28  9.24  0.53  0.09  0.32
0.00  1.27  9.03  0.36  -0.03  0.54
0.08  1.38  9.89  0.19  -0.13  0.82
0.98  0.84  10.52  0.17  -0.05  0.92
1.47  0.41  10.23  0.29  0.14  1.06
1.11  0.57  10.84  0.40  0.23  1.16
0.84  0.63  11.04  0.31  0.10  0.91
0.93  0.47  10.85  0.23  -0.03  0.66
0.67  1.10  10.25  0.20  -0.17  0.60
0.57  1.21  10.10  0.06  -0.30  0.51
0.66  0.96  10.30  0.02  -0.38  0.53
1.06  0.59  10.33  0.11  -0.35  0.69
1.04  0.31  10.62  0.23  -0.08  0.64
1.34  0.33  10.54  0.40  0.08  0.64
1.30  0.69  10.25  0.46  0.03  0.69
0.67  1.30  10.11  0.38  0.00  0.63
0.91  1.40  10.11  0.08  -0.06  0.37
0.90  1.18  10.32  -0.10  -0.20  0.36
1.16  0.82  10.88  -0.15  -0.25  0.32
1.47  0.58  10.84  -0.02  -0.12  0.29
1.08  0.91  10.97  0.15  0.05  0.29
0.83  1.11  10.46  0.26  0.13  0.34
0.17  1.43  10.27  0.19  0.06  0.43
0.33  1.47  10.32  0.02  -0.09  0.51
-0.10  1.63  10.43  -0.11  -0.20  0.51
0.32  1.43  10.08  -0.22  -0.38  0.64
0.67  1.36  9.92  -0.25  -0.39  0.72
0.85  0.87  10.34  -0.16  -0.40  0.91
1.15  0.67  10.31  -0.00  -0.32  1.00
1.60  0.55  10.16  0.08  -0.28  1.02
1.47  0.85  10.70  0.01  -0.27  0.93
1.78  0.81  10.06  -0.15  -0.34  0.80
1.71  1.14  10.06  -0.21  -0.33  0.62
1.48  1.66  10.33  -0.27  -0.48  0.64
1.90  1.50  10.64  -0.29  -0.53  0.70
2.40  1.39  10.60  -0.19  -0.44  0.70
2.62  1.54  10.74  -0.13  -0.34  0.70
3.22  1.10  10.73  -0.02  -0.22  0.61
2.86  1.38  10.33  0.06  -0.07  0.39
2.48  1.81  10.37  -0.10  -0.13  0.26
2.48  1.69  10.43  -0.25  -0.24  0.19
2.17  1.61  10.88  -0.29  -0.24  0.11
2.18  1.28  10.87  -0.18  -0.19  0.08
1.92  1.30  10.70  -0.04  -0.09  0.07
1.70  1.36  10.27  -0.02  -0.05  0.08
1.44  1.55  10.39  -0.06  -0.04  0.09
0.96  1.92  10.28  -0.14  -0.15  0.14
1.07  1.86  10.33  -0.29  -0.29  0.24
1.61  1.53  10.45  -0.30  -0.37  0.35
1.99  1.30  10.61  -0.20  -0.31  0.41
2.10  1.32  10.26  -0.10  -0.24  0.44
1.99  1.31  10.44  -0.18  -0.31  0.48
2.42  1.13  10.33  -0.23  -0.34  0.47
2.51  1.23  10.25  -0.31  -0.40  0.46
2.58  1.32  10.23  -0.36  -0.39  0.41
2.81  1.16  10.27  -0.43  -0.44  0.41
3.07  1.13  10.31  -0.50  -0.41  0.33
3.64  0.60  10.33  -0.49  -0.35  0.26
3.69  0.32  10.53  -0.37  -0.20  0.12
3.78  0.32  10.42  -0.22  -0.00  -0.05
3.42  0.67  10.29  -0.13  0.12  -0.13
3.13  0.91  10.34  -0.14  0.15  -0.17
3.00  0.95  10.39  -0.17  0.13  -0.21
2.72  1.15  10.41  -0.19  0.13  -0.26
2.66  1.13  10.32  -0.18  0.15  -0.25
2.67  1.06  10.41  -0.15  0.17  -0.23
2.60  1.00  10.54  -0.10  0.22  -0.24
2.55  0.98  10.52  -0.05  0.27  -0.28
2.21  1.24  10.44  -0.05  0.28  -0.32
2.06  1.31  10.31  -0.09  0.25  -0.34
2.26  1.16  10.24  -0.16  0.19  -0.32
2.16  1.00  10.30  -0.18  0.19  -0.31
2.26  1.08  10.28  -0.12  0.24  -0.32
2.36  0.91  10.32  -0.11  0.23  -0.27
2.58  0.61  10.23  -0.07  0.26  -0.30
2.39  0.70  10.19  -0.06  0.30  -0.37
2.41  0.74  10.06  -0.07  0.32  -0.41
2.28  0.77  10.09  -0.13  0.27  -0.40
2.37  0.64  10.36  -0.18  0.26  -0.46
2.41  0.57  10.44  -0.16  0.29  -0.51
2.16  0.73  10.34  -0.10  0.37  -0.52
2.12  0.74  10.35  -0.04  0.42  -0.50
1.91  0.82  10.39  -0.07  0.43  -0.52
2.10  0.78  10.50  -0.11  0.38  -0.53
2.00  0.74  10.36  -0.14  0.37  -0.57
1.87  0.60  10.78  -0.19  0.30  -0.60
2.19  0.34  10.83  -0.14  0.30  -0.65
2.04  0.44  10.60  -0.07  0.40  -0.72
1.73  0.60  10.38  0.00  0.46  -0.74
1.34  0.86  10.23  0.08  0.54  -0.76
0.85  1.28  10.31  0.03  0.49  -0.68
0.50  1.40  10.22  -0.06  0.44  -0.62
0.75  1.06  10.11  -0.10  0.34  -0.56
0.47  1.50  10.16  -0.17  0.24  -0.52
1.05  0.88  10.36  -0.23  0.21  -0.50
1.17  0.71  10.28  -0.23  0.19  -0.50
1.04  0.72  10.46  -0.26  0.17  -0.48
1.45  0.37  10.34  -0.29  0.16  -0.54
1.36  0.32  10.42  -0.28  0.15  -0.59
1.47  0.22  10.41  -0.20  0.19  -0.65
1.17  0.47  10.07  -0.20  0.21  -0.66
0.59  0.72  10.30  -0.19  0.24  -0.59
0.57  0.63  10.09  -0.17  0.27  -0.52
0.49  0.63  10.27  -0.19  0.22  -0.48
0.27  0.74  10.49  -0.26  0.12  -0.48
0.45  0.57  10.64  -0.34  -0.02  -0.48
0.80  0.23  10.56  -0.30  -0.05  -0.50
1.16  0.25  10.49  -0.25  -0.07  -0.53
1.34  0.29  10.40  -0.20  0.04  -0.57
0.91  0.70  10.09  -0.18  0.12  -0.57
0.73  0.67  9.99  -0.27  0.11  -0.46
0.44  0.60  10.28  -0.30  0.12  -0.39
0.57  0.49  10.48  -0.34  0.12  -0.36
0.46  0.24  10.52  -0.45  0.04  -0.40
0.43  -0.02  10.61  -0.52  -0.03  -0.44
0.43  0.13  10.87  -0.49  -0.08  -0.45
1.09  -0.13  10.62  -0.49  -0.03  -0.48
1.24  -0.65  10.45  -0.45  -0.05  -0.44
1.02  -0.34  10.39  -0.35  0.06  -0.53
1.47  -0.55  9.93  -0.43  0.00  -0.52
0.80  -0.83  10.06  -0.44  0.12  -0.55
1.41  -0.82  9.79  -0.45  -0.05  -0.53
0.34  -0.57  10.03  -0.48  0.22  -0.68
0.45  -0.70  10.02  -0.39  0.18  -0.57
